 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
63,image.tiff:0258-0467,252,132.607,18.336,119,95,189,466.988,257.893,466.666,257.636,60.803,456,251,22,14,23.131,13.871,172.397,0.857,23.409,33417.000,134,-0.095,1.217,0,33417.000,1,456,254,160.017,14.000,1.668,0.600,0.944
64,image.tiff:0238-0522,377,125.483,14.924,114,96,185,522.521,237.802,522.719,237.762,83.150,505,231,35,14,35.607,13.481,7.959,0.685,36.139,47307.000,123,0.441,5.105,0,47307.000,1,505,242,14.421,14.000,2.641,0.379,0.940
65,image.tiff:0212-0570,435,123.634,13.187,132,93,157,569.925,213.187,570.273,212.743,83.022,556,201,28,23,32.140,17.233,32.883,0.793,33.422,53781.000,123,0.175,0.050,0,53781.000,1,556,223,38.928,18.626,1.865,0.536,0.931
66,image.tiff:0280-0500,244,124.189,10.786,121,92,151,500.230,279.652,500.199,279.559,59.487,491,271,19,18,21.197,14.657,138.775,0.866,21.633,30302.000,124,-0.150,1.800,0,30302.000,1,494,271,123.690,15.556,1.446,0.691,0.928
67,image.tiff:0266-0524,208,132.529,12.406,136,103,164,524.784,265.260,524.743,265.130,58.104,517,255,14,22,22.689,11.672,110.221,0.774,23.409,27566.000,133,-0.342,4.818,0,27566.000,1,521,255,109.983,12.527,1.944,0.514,0.922
68,image.tiff:0274-0545,169,122.627,10.735,127,101,160,545.825,274.778,545.713,274.671,48.825,538,267,15,15,17.245,12.478,137.333,0.891,18.028,20724.000,121,-0.281,11.081,0,20724.000,1,542,267,123.690,12.728,1.382,0.724,0.944
69,image.tiff:0289-0563,280,116.246,13.478,105,92,169,564.254,288.914,564.335,288.967,62.961,553,280,21,18,21.335,16.710,14.233,0.888,22.825,32549.000,113,1.041,1.708,0,32549.000,1,553,293,28.811,17.757,1.277,0.783,0.918
70,image.tiff:0261-0579,211,122.720,13.004,130,98,163,579.339,261.690,579.417,261.842,56.426,573,251,13,20,20.378,13.183,76.161,0.833,22.361,25894.000,123,0.788,-7.245,0,25894.000,1,574,271,63.435,13.000,1.546,0.647,0.934
71,image.tiff:0317-0508,194,123.227,13.506,109,101,161,507.959,317.005,508.129,316.848,51.186,500,310,16,15,15.977,15.460,168.859,0.930,17.493,23906.000,120,1.193,-3.728,0,23906.000,1,501,321,30.964,15.000,1.033,0.968,0.939
72,image.tiff:0306-0543,169,139.970,16.720,143,95,175,543.305,306.459,543.197,306.276,49.859,534,300,18,12,18.307,11.754,19.515,0.854,19.313,23655.000,143,-0.712,2.936,0,23655.000,1,534,311,21.251,12.000,1.558,0.642,0.952
73,image.tiff:0304-0584,249,118.992,9.201,116,98,144,584.255,304.540,584.251,304.399,59.119,577,294,15,21,21.714,14.601,95.431,0.895,22.136,29629.000,119,0.469,-4.020,0,29629.000,1,581,294,108.435,15.000,1.487,0.672,0.933
74,image.tiff:0304-0617,251,125.685,15.770,115,100,180,617.173,304.237,616.944,303.838,61.411,606,296,22,16,23.420,13.646,151.253,0.836,25.060,31547.000,122,0.406,1.710,0,31547.000,1,606,298,151.390,15.180,1.716,0.583,0.930
75,image.tiff:0248-0595,281,128.534,12.707,134,102,164,596.810,246.760,596.908,246.580,70.273,586,236,18,25,26.594,13.454,111.994,0.715,27.785,36118.000,129,0.909,-11.315,0,36118.000,1,587,237,120.256,15.116,1.977,0.506,0.879
76,image.tiff:0225-0613,387,124.256,15.464,109,93,163,613.345,224.205,613.573,223.948,75.607,600,215,27,20,27.877,17.676,19.921,0.851,28.792,48087.000,124,0.357,-1.410,0,48087.000,1,600,229,20.323,18.869,1.577,0.634,0.937
77,image.tiff:0255-0636,370,123.257,17.014,114,94,190,635.154,255.259,635.258,254.892,77.510,626,241,20,28,30.688,15.351,113.728,0.774,30.887,45605.000,120,1.428,1.526,0,45605.000,1,628,242,119.055,16.046,1.999,0.500,0.928
78,image.tiff:0271-0667,203,138.517,17.512,136,102,182,665.687,271.461,666.212,271.375,61.224,655,266,25,11,25.133,10.284,2.049,0.681,25.710,28119.000,139,-0.237,2.774,0,28119.000,1,655,275,13.496,11.000,2.444,0.409,0.902
79,image.tiff:0237-0719,286,122.399,12.335,113,97,166,718.951,237.038,718.842,236.893,67.119,707,229,25,17,25.236,14.430,20.009,0.798,26.249,35006.000,122,0.648,-3.540,0,35006.000,1,707,241,17.745,15.180,1.749,0.572,0.920
80,image.tiff:0213-0729,334,122.808,16.616,104,95,196,729.057,212.716,729.075,212.398,70.405,716,204,26,18,26.107,16.289,162.357,0.847,26.683,41018.000,119,0.615,5.132,0,41018.000,1,716,210,167.005,17.445,1.603,0.624,0.930
81,image.tiff:0227-0775,382,120.571,13.757,122,93,166,775.597,227.369,775.537,226.930,77.080,764,214,22,27,29.588,16.438,124.356,0.808,30.017,46058.000,120,0.305,-1.051,0,46058.000,1,768,215,119.982,17.678,1.800,0.556,0.923
82,image.tiff:0212-0800,296,115.919,12.660,107,96,161,801.169,212.115,801.076,212.030,67.677,789,203,23,19,25.731,14.647,148.690,0.812,26.926,34312.000,114,1.105,1.089,0,34312.000,1,789,207,148.671,15.582,1.757,0.569,0.922
83,image.tiff:0279-0779,285,113.446,9.327,109,92,142,779.339,280.188,779.397,280.177,64.046,771,269,17,21,23.224,15.625,121.569,0.873,25.239,32332.000,112,0.083,4.990,0,32332.000,1,773,269,123.690,16.996,1.486,0.673,0.955
84,image.tiff:0256-0823,287,117.794,12.153,109,92,166,822.901,257.385,822.877,257.155,66.031,815,245,17,23,25.443,14.362,116.933,0.827,26.420,33807.000,115,0.577,-0.203,0,33807.000,1,817,245,119.476,15.211,1.772,0.564,0.947
85,image.tiff:0302-0682,190,114.111,11.727,111,96,168,682.426,302.363,682.422,302.178,50.978,675,294,15,17,16.626,14.551,109.901,0.919,18.028,21681.000,112,1.519,2.066,0,21681.000,1,680,294,109.440,15.000,1.143,0.875,0.925
86,image.tiff:0286-0751,384,134.727,13.432,141,94,164,752.521,286.365,752.871,286.098,74.042,740,275,23,22,24.805,19.711,44.851,0.880,26.077,51735.000,136,-0.511,-2.289,0,51735.000,1,740,291,32.471,20.506,1.258,0.795,0.955
87,image.tiff:0291-0816,269,138.610,9.035,140,111,166,816.106,291.381,816.078,291.402,64.776,808,280,16,23,25.479,13.443,117.293,0.806,26.926,37286.000,140,-0.714,6.294,0,37286.000,1,809,280,121.329,14.763,1.895,0.528,0.946
88,image.tiff:0271-0914,277,113.455,12.419,105,87,163,914.655,270.168,914.636,270.008,63.431,907,259,15,24,23.414,15.063,86.232,0.865,24.515,31427.000,111,0.920,6.146,0,31427.000,1,913,283,78.232,15.000,1.554,0.643,0.942
89,image.tiff:0290-0938,223,124.135,12.795,134,94,154,937.975,290.074,937.800,290.077,55.419,931,281,14,19,19.551,14.523,83.584,0.912,20.248,27682.000,124,-0.483,4.154,0,27682.000,1,935,300,69.775,14.000,1.346,0.743,0.957
90,image.tiff:0281-0901,103,110.311,22.523,101,80,195,901.481,281.481,901.731,281.143,37.580,897,275,9,13,13.622,9.627,92.654,0.916,13.928,11362.000,103,1.650,2.746,0,11362.000,1,899,275,111.038,9.000,1.415,0.707,0.954
91,image.tiff:0232-0943,258,124.295,15.074,117,98,180,943.671,231.829,943.933,231.724,59.583,934,224,19,16,21.065,15.594,153.472,0.913,22.472,32068.000,122,0.702,3.380,0,32068.000,1,934,226,147.724,16.000,1.351,0.740,0.966
92,image.tiff:0233-0978,197,123.030,15.039,114,92,184,978.678,233.322,978.750,233.515,52.378,970,225,17,16,18.064,13.885,134.690,0.902,19.235,24237.000,123,0.779,-0.107,0,24237.000,1,970,230,152.103,14.142,1.301,0.769,0.929
93,image.tiff:0257-0975,247,112.421,12.434,106,93,178,975.617,257.933,975.582,257.777,59.625,966,248,19,18,18.660,16.854,150.743,0.873,20.248,27768.000,110,2.372,3.919,0,27768.000,1,972,248,122.905,17.488,1.107,0.903,0.917
94,image.tiff:0293-0985,320,127.625,15.554,126,101,190,984.856,292.475,984.989,292.200,68.415,977,281,17,25,24.436,16.674,79.732,0.859,25.632,40840.000,125,1.303,2.295,0,40840.000,1,981,306,69.444,17.000,1.466,0.682,0.940
95,image.tiff:0264-1004,461,138.909,40.097,128,84,254,1003.743,264.520,1004.558,264.796,82.259,993,251,22,27,28.873,20.329,111.426,0.856,30.232,64037.000,127,2.032,3.075,0,64037.000,1,997,252,124.216,21.145,1.420,0.704,0.937
96,image.tiff:0327-0976,278,130.061,13.570,135,97,165,976.140,327.241,976.216,326.876,62.987,968,317,17,21,22.980,15.403,62.539,0.881,24.187,36157.000,132,-0.983,9.509,0,36157.000,1,970,338,60.255,16.530,1.492,0.670,0.949
97,image.tiff:0337-0997,294,121.143,10.906,114,98,160,997.952,336.854,998.088,336.731,63.023,988,328,19,18,20.186,18.544,37.850,0.930,22.204,35616.000,120,-0.420,9.990,0,35616.000,1,989,343,35.838,18.000,1.089,0.919,0.961
98,image.tiff:0328-0929,297,114.886,11.233,104,94,158,930.234,328.520,930.401,328.369,73.120,918,316,23,24,29.675,12.743,49.672,0.698,29.833,34121.000,112,1.247,-3.793,0,34121.000,1,918,338,39.560,13.808,2.329,0.429,0.904
99,image.tiff:0339-0900,168,120.083,14.245,117,91,162,900.292,338.774,900.127,338.731,48.597,892,332,17,14,17.499,12.223,22.896,0.894,18.385,20174.000,120,-0.226,4.641,0,20174.000,1,892,343,22.380,12.973,1.432,0.699,0.908
100,image.tiff:0265-0858,231,118.719,14.555,105,95,166,859.613,265.119,859.550,264.891,58.865,849,256,19,18,19.597,15.008,30.131,0.838,21.024,27424.000,114,0.977,-0.649,0,27424.000,1,849,268,25.346,16.007,1.306,0.766,0.915
101,image.tiff:0250-0849,335,136.704,12.993,139,105,175,849.136,249.652,849.261,249.892,68.971,839,240,21,21,21.854,19.518,110.964,0.885,24.413,45796.000,137,0.103,1.797,0,45796.000,1,841,240,124.992,21.000,1.120,0.893,0.932
102,image.tiff:0214-0895,280,130.771,15.592,140,100,170,895.811,213.946,896.244,213.712,67.728,882,208,26,12,27.851,12.801,178.686,0.767,26.926,36616.000,131,0.576,-3.982,0,36616.000,1,882,212,164.932,12.000,2.176,0.460,0.967
103,image.tiff:0247-0654,239,141.841,12.042,136,110,173,654.638,247.077,654.724,246.804,58.787,647,237,15,21,21.606,14.084,108.503,0.869,22.136,33900.000,143,-0.427,3.457,0,33900.000,1,651,237,108.435,15.000,1.534,0.652,0.939
104,image.tiff:0273-0719,305,128.738,9.952,125,105,153,718.438,272.811,718.371,272.952,65.110,708,264,22,18,22.878,16.974,18.588,0.904,23.770,39265.000,130,-1.314,19.352,0,39265.000,1,708,278,22.249,17.891,1.348,0.742,0.938
105,image.tiff:0315-0715,367,135.223,10.470,132,104,162,714.928,314.936,715.152,314.842,81.157,702,302,26,26,33.762,13.840,43.660,0.700,33.971,49627.000,136,-0.652,8.955,0,49627.000,1,703,326,42.614,14.849,2.439,0.410,0.917
106,image.tiff:0310-0845,341,132.642,14.968,141,95,170,845.257,310.342,845.208,310.077,68.196,835,300,20,21,22.544,19.259,55.822,0.921,24.413,45231.000,134,-0.535,5.359,0,45231.000,1,838,320,55.008,20.000,1.171,0.854,0.946
107,image.tiff:0323-0885,260,121.819,15.651,115,97,174,883.754,324.427,884.112,324.404,66.291,872,317,26,13,25.523,12.970,173.540,0.743,26.306,31673.000,118,1.142,2.274,0,31673.000,1,872,324,171.254,13.000,1.968,0.508,0.947
108,image.tiff:0212-0840,168,129.369,11.640,130,104,161,840.369,213.077,840.553,213.181,52.992,830,206,20,12,19.129,11.182,178.709,0.752,20.616,21734.000,129,0.485,-4.040,0,21734.000,1,830,212,165.964,12.000,1.711,0.585,0.908
109,image.tiff:0246-0889,221,141.959,11.278,146,114,169,889.803,246.812,889.881,246.800,54.938,881,238,17,17,17.923,15.700,49.608,0.920,18.788,31373.000,142,-0.941,14.789,0,31373.000,1,881,251,25.201,16.263,1.142,0.876,0.940
110,image.tiff:0258-0937,206,147.131,19.144,159,108,195,936.718,258.796,937.074,258.824,52.942,929,250,16,16,17.102,15.336,33.744,0.924,19.105,30309.000,148,-0.288,2.514,0,30309.000,1,929,265,42.879,16.000,1.115,0.897,0.941
111,image.tiff:0254-0800,247,146.243,11.962,135,122,184,799.759,254.281,799.882,254.101,58.707,792,244,16,20,20.055,15.682,92.637,0.901,21.190,36122.000,145,1.009,-7.764,0,36122.000,1,797,244,109.290,16.000,1.279,0.782,0.937
112,image.tiff:0240-0674,173,147.827,12.815,144,118,190,674.743,239.922,674.717,239.702,47.960,667,233,15,14,15.837,13.909,169.799,0.945,17.000,25574.000,147,0.153,6.409,0,25574.000,1,667,236,151.928,14.000,1.139,0.878,0.945
113,image.tiff:0246-0428,177,144.938,9.289,140,125,179,428.150,246.658,428.206,246.533,48.643,421,239,14,15,15.911,14.164,74.803,0.940,17.000,25654.000,143,1.456,-11.626,0,25654.000,1,424,254,61.928,14.000,1.123,0.890,0.952
114,image.tiff:0224-0361,240,152.267,12.309,150,122,186,361.579,224.537,361.433,224.433,58.642,351,217,21,15,22.067,13.848,20.289,0.877,22.472,36544.000,150,1.323,-13.126,0,36544.000,1,351,228,20.854,14.633,1.594,0.628,0.932
115,image.tiff:0245-0398,266,158.350,15.129,146,121,203,398.098,245.226,397.943,244.761,64.878,390,233,16,24,25.260,13.408,115.585,0.794,26.401,42121.000,159,0.026,2.225,0,42121.000,1,393,233,114.624,14.319,1.884,0.531,0.932
116,image.tiff:0310-0564,161,131.068,15.994,134,105,173,565.053,309.419,565.048,309.197,47.322,558,302,13,16,16.250,12.615,105.070,0.903,17.000,21102.000,132,0.230,0.863,0,21102.000,1,560,303,118.072,13.000,1.288,0.776,0.931
117,image.tiff:0230-0877,122,162.869,15.059,178,132,198,877.361,229.910,877.281,229.751,41.595,870,225,15,10,15.401,10.086,0.933,0.886,15.811,19870.000,161,0.836,-7.329,0,19870.000,1,870,233,18.435,10.000,1.527,0.655,0.931
118,image.tiff:0240-0917,277,158.946,12.520,149,131,195,917.273,240.096,917.386,239.787,65.639,907,230,20,20,24.730,14.262,45.691,0.808,26.249,44028.000,158,1.617,-19.358,0,44028.000,1,907,249,40.365,16.090,1.734,0.577,0.919
119,image.tiff:0314-0751,288,149.990,11.101,149,111,177,750.330,313.993,750.253,313.878,68.584,737,307,28,14,27.779,13.201,176.300,0.769,28.443,43197.000,150,-0.699,7.029,0,43197.000,1,737,312,169.875,14.000,2.104,0.475,0.923
120,image.tiff:0295-0713,199,143.603,8.156,142,118,170,713.686,295.229,713.799,295.176,53.229,704,289,19,13,19.689,12.869,0.923,0.883,19.925,28577.000,143,1.007,-18.046,0,28577.000,1,704,293,162.474,13.000,1.530,0.654,0.932
121,image.tiff:0291-0518,174,146.241,11.045,152,120,194,517.931,291.397,517.932,291.319,49.514,510,284,16,15,18.034,12.284,39.943,0.892,19.416,25446.000,146,-0.618,24.538,0,25446.000,1,510,297,34.509,12.728,1.468,0.681,0.928
122,image.tiff:0209-0862,106,124.877,19.448,104,93,184,862.991,209.830,862.860,209.694,44.464,857,202,11,15,16.259,8.301,66.960,0.674,16.553,13237.000,122,0.566,-0.841,0,13237.000,1,859,217,64.983,9.843,1.959,0.511,0.806
123,image.tiff:0299-0460,120,154.108,9.879,149,135,183,459.500,299.942,459.491,299.855,41.021,453,294,14,11,14.780,10.338,157.034,0.896,15.652,18493.000,153,0.422,4.335,0,18493.000,1,453,296,153.435,11.000,1.430,0.699,0.930
124,image.tiff:0303-0486,125,157.592,8.856,158,134,180,485.868,303.476,485.820,303.367,42.430,481,296,11,15,15.004,10.608,106.200,0.873,16.155,19699.000,158,-0.964,19.326,0,19699.000,1,482,296,111.801,11.000,1.414,0.707,0.926
125,image.tiff:0353-0036,275,152.029,11.698,149,127,188,35.827,353.369,35.554,353.476,66.415,25,344,22,19,25.419,13.775,33.963,0.783,26.077,41808.000,150,1.288,-11.511,0,41808.000,1,25,359,32.471,14.773,1.845,0.542,0.915
126,image.tiff:0294-0119,206,161.083,12.696,152,137,193,118.825,294.830,118.559,294.834,53.164,110,287,18,15,17.975,14.592,6.675,0.916,18.974,33183.000,160,2.107,-29.957,0,33183.000,1,110,298,18.435,15.000,1.232,0.812,0.941
